pubmedId,title,author,affiliation
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Anna B Osipovich,"Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA; Department of Molecular Physiology and Biophysics, Vanderbilt University, Nashville, TN 37232, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Jennifer S Stancill,"Department of Cell and Developmental Biology, Vanderbilt University, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Judsen D Schneider,"Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Pedro G Vianna,"Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Carolyn M Shanks,"Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Weiping Yuan,"Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Guoqiang Gu,"Department of Cell and Developmental Biology, Vanderbilt University, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Elisabetta Manduchi,"Institute for Biomedical Informatics and Department of Genetics, University of Pennsylvania School of Medicine, Philadelphia, PA 19104, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Christian J Stoeckert,"Institute for Biomedical Informatics and Department of Genetics, University of Pennsylvania School of Medicine, Philadelphia, PA 19104, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Mark A Magnuson,"Department of Cell and Developmental Biology, Vanderbilt University, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA; Department of Molecular Physiology and Biophysics, Vanderbilt University, Nashville, TN 37232, USA. Electronic address: mark.magnuson@vanderbilt.edu."
27814769,Somatic cancer variant curation and harmonization through consensus minimum variant level data.,Shruti Rao,"Innovation Center for Biomedical Informatics and Lombardi Comprehensive Cancer Center, Georgetown University Medical Center, Washington, DC, USA."
27814769,Somatic cancer variant curation and harmonization through consensus minimum variant level data.,Christine Micheel,"Vanderbilt University School of Medicine, Nashville, TN, USA."
27814769,Somatic cancer variant curation and harmonization through consensus minimum variant level data.,Subha Madhavan,"Innovation Center for Biomedical Informatics and Lombardi Comprehensive Cancer Center, Georgetown University Medical Center, Washington, DC, USA. sm696@georgetown.edu."
27749094,Balanced Crystalloids versus Saline in the Intensive Care Unit. The SALT Randomized Trial.,Jonathan P Wanderer,3 Department of Biomedical Informatics.
27749094,Balanced Crystalloids versus Saline in the Intensive Care Unit. The SALT Randomized Trial.,Jesse M Ehrenfeld,3 Department of Biomedical Informatics.
27749094,Balanced Crystalloids versus Saline in the Intensive Care Unit. The SALT Randomized Trial.,Edward D Siew,"6 Vanderbilt Center for Kidney Disease and Integrated Program for AKI, Division of Nephrology and Hypertension, and."
27749094,Balanced Crystalloids versus Saline in the Intensive Care Unit. The SALT Randomized Trial.,Li Wang,"7 Department of Biostatistics, Vanderbilt University Medical Center, Nashville, Tennessee."
27749094,Balanced Crystalloids versus Saline in the Intensive Care Unit. The SALT Randomized Trial.,Daniel W Byrne,"7 Department of Biostatistics, Vanderbilt University Medical Center, Nashville, Tennessee."
27652279,Population-specific single-nucleotide polymorphism confers increased risk of venous thromboembolism in African Americans.,Peter E Weeke,Department of MedicineVanderbilt UniversityNashvilleTennessee37201; The Department of CardiologyCopenhagen University HospitalGentofteDenmark.
27652279,Population-specific single-nucleotide polymorphism confers increased risk of venous thromboembolism in African Americans.,Konrad J Karczewski,Department of GeneticsStanford University School of MedicineStanfordCalifornia94305; Biomedical Informatics Training ProgramStanford University School of MedicineStanfordCalifornia 94305.
27652279,Population-specific single-nucleotide polymorphism confers increased risk of venous thromboembolism in African Americans.,Dan M Roden,Department of MedicineVanderbilt UniversityNashvilleTennessee37201; Department of PharmacologyVanderbilt UniversityNashvilleTennessee37201; Department of BiomedicalInformatics Vanderbilt UniversityNashvilleTennessee37201.
27652279,Population-specific single-nucleotide polymorphism confers increased risk of venous thromboembolism in African Americans.,Christian Shaffer,Department of Medicine Vanderbilt University Nashville Tennessee 37201.
27652279,Population-specific single-nucleotide polymorphism confers increased risk of venous thromboembolism in African Americans.,Joshua C Denny,Department of Medicine Vanderbilt University Nashville Tennessee 37201.
27542772,STAMS: STRING-assisted module search for genome wide association studies and application to autism.,Sara Hillenmeyer,"Biomedical Informatics Training Program, Stanford University, Stanford, CA, USA."
27542772,STAMS: STRING-assisted module search for genome wide association studies and application to autism.,Lea K Davis,Vanderbilt Genetics Institute.
27542772,STAMS: STRING-assisted module search for genome wide association studies and application to autism.,Lea K Davis,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, USA."
27542772,STAMS: STRING-assisted module search for genome wide association studies and application to autism.,Eric R Gamazon,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, USA."
27542772,STAMS: STRING-assisted module search for genome wide association studies and application to autism.,Nancy J Cox,Vanderbilt Genetics Institute.
27542772,STAMS: STRING-assisted module search for genome wide association studies and application to autism.,Nancy J Cox,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, USA."
27509046,"Differences in Patient Outcomes of Prevalence, Interval, and Screen-Detected Lung Cancers in the CT Arm of the National Lung Screening Trial.",Pierre P Massion,"Thoracic Program, Vanderbilt-Ingram Cancer Center, Nashville, Tennessee, United States of America."
27509046,"Differences in Patient Outcomes of Prevalence, Interval, and Screen-Detected Lung Cancers in the CT Arm of the National Lung Screening Trial.",Steven A Eschrich,"Department of Biomedical Informatics, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, United States of America."
27427428,"Mendelian randomization study of adiposity-related traits and risk of breast, ovarian, prostate, lung and colorectal cancer.",Chirag J Patel,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA, USA."
27427428,"Mendelian randomization study of adiposity-related traits and risk of breast, ovarian, prostate, lung and colorectal cancer.",Wei Zheng,"Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt University, Nashville, TN, USA."
27415606,A Longitudinal HbA1c Model Elucidates Genes Linked to Disease Progression on Metformin.,J D Mosley,"Vanderbilt University, Nashville, Tennessee, USA."
27415606,A Longitudinal HbA1c Model Elucidates Genes Linked to Disease Progression on Metformin.,R L Davis,"Center for Biomedical Informatics, University of Tennessee Health Sciences Center, Memphis, Tennessee, USA."
27415606,A Longitudinal HbA1c Model Elucidates Genes Linked to Disease Progression on Metformin.,D M Roden,"Vanderbilt University, Nashville, Tennessee, USA."
27346686,"Platelet-Related Variants Identified by Exomechip Meta-analysis in 157,293 Individuals.",Ayush Giri,"Division of Epidemiology, Institute for Medicine and Public Health, Vanderbilt University, Nashville, TN 37235, USA."
27346686,"Platelet-Related Variants Identified by Exomechip Meta-analysis in 157,293 Individuals.",David R Crosslin,"Department of Biomedical Informatics and Medical Education, University of Washington, Seattle, WA 98105, USA."
27346686,"Platelet-Related Variants Identified by Exomechip Meta-analysis in 157,293 Individuals.",Digna R Velez Edwards,"Vanderbilt Epidemiology Center, Department of Obstetrics & Gynecology, Institute for Medicine and Public Health, Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN 37203, USA."
27346686,"Platelet-Related Variants Identified by Exomechip Meta-analysis in 157,293 Individuals.",Eric S Torstenson,"Division of Epidemiology, Institute for Medicine and Public Health, Vanderbilt University, Nashville, TN 37235, USA."
27346686,"Platelet-Related Variants Identified by Exomechip Meta-analysis in 157,293 Individuals.",Todd L Edwards,"Division of Epidemiology, Institute for Medicine and Public Health, Vanderbilt University, Nashville, TN 37235, USA."
27346685,Exome Genotyping Identifies Pleiotropic Variants Associated with Red Blood Cell Traits.,Ayush Giri,"Division of Epidemiology, Department of Medicine, Institute for Medicine and Public Health, Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN 37235, USA."
27346685,Exome Genotyping Identifies Pleiotropic Variants Associated with Red Blood Cell Traits.,David R Crosslin,"Department of Biomedical Informatics and Medical Education, University of Washington, Seattle, WA 98195, USA."
27346685,Exome Genotyping Identifies Pleiotropic Variants Associated with Red Blood Cell Traits.,Eric S Torstenson,"Division of Epidemiology, Department of Medicine, Institute for Medicine and Public Health, Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN 37235, USA."
27346685,Exome Genotyping Identifies Pleiotropic Variants Associated with Red Blood Cell Traits.,Digna R Velez Edwards,"Vanderbilt Epidemiology Center, Department of Obstetrics & Gynecology, Institute for Medicine and Public Health, Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN 37203, USA."
27346685,Exome Genotyping Identifies Pleiotropic Variants Associated with Red Blood Cell Traits.,Todd L Edwards,"Division of Epidemiology, Department of Medicine, Institute for Medicine and Public Health, Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN 37235, USA."
27340238,Oncogenic KRAS and BRAF Drive Metabolic Reprogramming in Colorectal Cancer.,Xiaojing Wang,§Department of Biomedical Informatics.
27340238,Oncogenic KRAS and BRAF Drive Metabolic Reprogramming in Colorectal Cancer.,Ming Li,"‡‡Department of Biostatistics, Vanderbilt University, Nashville, Tennessee 37232."
27340238,Oncogenic KRAS and BRAF Drive Metabolic Reprogramming in Colorectal Cancer.,Daniel C Liebler,"From the ‡Department of Biochemistry, ¶Jim Ayers Institute for Precancer Detection and Diagnosis, daniel.liebler@vanderbilt.edu."
27293150,Integrated Genomic Analysis of Diverse Induced Pluripotent Stem Cells from the Progenitor Cell Biology Consortium.,Nathan Salomonis,"Department of Biomedical Informatics, Cincinnati Children's Hospital, Cincinnati, OH 45229, USA."
27293150,Integrated Genomic Analysis of Diverse Induced Pluripotent Stem Cells from the Progenitor Cell Biology Consortium.,Phillip J Dexheimer,"Department of Biomedical Informatics, Cincinnati Children's Hospital, Cincinnati, OH 45229, USA."
27293150,Integrated Genomic Analysis of Diverse Induced Pluripotent Stem Cells from the Progenitor Cell Biology Consortium.,Antonis K Hatzopoulos,"Division of Cardiovascular Medicine, Departments of Medicine and Cell and Developmental Biology, Vanderbilt University, Nashville, TN 37232, USA."
27293150,Integrated Genomic Analysis of Diverse Induced Pluripotent Stem Cells from the Progenitor Cell Biology Consortium.,Bruce J Aronow,"Department of Biomedical Informatics, Cincinnati Children's Hospital, Cincinnati, OH 45229, USA."
27292437,Effectiveness of Bilateral Transforaminal Epidural Steroid Injections in Degenerative Lumbar Spinal Stenosis Patients With Neurogenic Claudication: A Case Series.,Michele M Salzman,"Department of Anesthesiology, Vanderbilt University Medical Center, and Department of Pharmacology, Vanderbilt University, Nashville, TN(†)."
27292437,Effectiveness of Bilateral Transforaminal Epidural Steroid Injections in Degenerative Lumbar Spinal Stenosis Patients With Neurogenic Claudication: A Case Series.,Zhan Ye,"Biomedical Informatics Research Center, Marshfield Clinic Research Foundation, Marshfield, WI(‡)."
27212379,"Mismatching Among Guidelines, Providers, and Parents on Controller Medication Use in Children with Asthma.",Emma K Larkin,"Vanderbilt University School of Medicine, Nashville, Tenn."
27212379,"Mismatching Among Guidelines, Providers, and Parents on Controller Medication Use in Children with Asthma.",Robert L Davis,"Center for Biomedical Informatics, University of Tennessee Health Sciences Center, Memphis, Tenn."
27197815,PERMANOVA-S: association test for microbial community composition that accommodates confounders and multiple distances.,Zheng-Zheng Tang,"Department of Biostatistics, Vanderbilt University School of Medicine, Nashville, TN 37203, USA."
27197815,PERMANOVA-S: association test for microbial community composition that accommodates confounders and multiple distances.,Guanhua Chen,"Department of Biostatistics, Vanderbilt University School of Medicine, Nashville, TN 37203, USA."
27197815,PERMANOVA-S: association test for microbial community composition that accommodates confounders and multiple distances.,Alexander V Alekseyenko,"Biomedical Informatics Center, Department of Public Health Sciences and Department of Oral Health Sciences, Medical University of South Carolina, Charleston, SC 29403, USA."
27107439,The pharmacist and the EHR.,Scott D Nelson,"Principal Domain Specialist, EHR Portfolio, Vanderbilt University Medical Center, Nashville, TN, USA scott.nelson@vanderbilt.edu."
27107439,The pharmacist and the EHR.,Charlene Weir,"Research Professor, Department of Biomedical Informatics, Research Associate Professor, College of Nursing, University of Utah, Salt Lake City, UT, USA."
27077113,Blood Epigenetic Age may Predict Cancer Incidence and Mortality.,Qi Dai,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN 37203, USA."
27077113,Blood Epigenetic Age may Predict Cancer Incidence and Mortality.,Martha J Shrubsole,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, TN 37203, USA."
27077113,Blood Epigenetic Age may Predict Cancer Incidence and Mortality.,Warren A Kibbe,"Center for Biomedical Informatics and Information Technology, National Cancer Institute, 9609 Medical Center Drive, Rockville, MD 20850, USA; Biomedical Informatics Center (NUBIC), Northwestern University Clinical and Translational Sciences Institute (NUCATS), Chicago, IL 60611, USA."
27013655,Urinary Metabolite Risk Biomarkers of Lung Cancer: A Prospective Cohort Study.,Qiuyin Cai,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee."
27013655,Urinary Metabolite Risk Biomarkers of Lung Cancer: A Prospective Cohort Study.,Ewy A Mathé,"Biomedical Informatics, The Ohio State University College of Medicine, Columbus, Ohio."
27013655,Urinary Metabolite Risk Biomarkers of Lung Cancer: A Prospective Cohort Study.,William J Blot,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee. International Epidemiology Institute, Rockville, Maryland. Curtis_Harris@nih.gov blotw@iei.us."
26926454,Critical Genomic Networks and Vasoreactive Variants in Idiopathic Pulmonary Arterial Hypertension.,Min Zhao,2 Department of Biomedical Informatics.
26926454,Critical Genomic Networks and Vasoreactive Variants in Idiopathic Pulmonary Arterial Hypertension.,Zhongming Zhao,2 Department of Biomedical Informatics.
26926454,Critical Genomic Networks and Vasoreactive Variants in Idiopathic Pulmonary Arterial Hypertension.,Christa Gaskill,2 Department of Biomedical Informatics.
26926454,Critical Genomic Networks and Vasoreactive Variants in Idiopathic Pulmonary Arterial Hypertension.,Christopher Jetter,2 Department of Biomedical Informatics.
26926454,Critical Genomic Networks and Vasoreactive Variants in Idiopathic Pulmonary Arterial Hypertension.,Susan M Majka,2 Department of Biomedical Informatics.
26926454,Critical Genomic Networks and Vasoreactive Variants in Idiopathic Pulmonary Arterial Hypertension.,Eric D Austin,"6 Division of Allergy, Immunology, and Pulmonary Medicine, Department of Pediatrics, Vanderbilt University School of Medicine, Nashville, Tennessee."
26856248,Transcriptomic variation of pharmacogenes in multiple human tissues and lymphoblastoid cell lines.,E R Gamazon,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, USA."
26856248,Transcriptomic variation of pharmacogenes in multiple human tissues and lymphoblastoid cell lines.,A Webb,"Department of Biomedical Informatics, College of Medicine, The Ohio State University Wexner Medical Center, Columbus, OH, USA."
26856248,Transcriptomic variation of pharmacogenes in multiple human tissues and lymphoblastoid cell lines.,C Q Simmons,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, USA."
26856248,Transcriptomic variation of pharmacogenes in multiple human tissues and lymphoblastoid cell lines.,A Konkashbaev,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, USA."
26856248,Transcriptomic variation of pharmacogenes in multiple human tissues and lymphoblastoid cell lines.,N J Cox,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, USA."
26783324,Hospital Utilization Among Children With the Highest Annual Inpatient Cost.,Kenneth D Mandl,"Computational Health Informatics Program, Boston Children's Hospital, Boston, Massachusetts; and Department of Biomedical Informatics, Harvard Medical School, Boston, Massachusetts;"
26783324,Hospital Utilization Among Children With the Highest Annual Inpatient Cost.,David E Hall,"Department of Pediatrics, Monroe Carell Jr. Children's Hospital at Vanderbilt, Vanderbilt University School of Medicine, Nashville, Tennessee;"
26734457,CMTR1 is associated with increased asthma exacerbations in patients taking inhaled corticosteroids.,Joshua Denny,Department of Medical BioinformaticsVanderbilt University School of MedicineNashvilleTennessee37235; Department of MedicineVanderbilt UniversityNashvilleTennessee37235.
26734457,CMTR1 is associated with increased asthma exacerbations in patients taking inhaled corticosteroids.,Dan M Roden,"Division of Clinical Pharmacology, Department of Medicine Vanderbilt University School of Medicine Nashville Tennessee 37235."
26734457,CMTR1 is associated with increased asthma exacerbations in patients taking inhaled corticosteroids.,Christie Ingram,Department of Medicine Vanderbilt University Nashville Tennessee 37235.
26734457,CMTR1 is associated with increased asthma exacerbations in patients taking inhaled corticosteroids.,James G Linneman,Biomedical Informatics Research Center Marshfield Clinic Research Foundation Marshfield Wisconsin 54449.
26734457,CMTR1 is associated with increased asthma exacerbations in patients taking inhaled corticosteroids.,Christian M Shaffer,Department of Medicine Vanderbilt University Nashville Tennessee 37235.
26734457,CMTR1 is associated with increased asthma exacerbations in patients taking inhaled corticosteroids.,Peter Weeke,"Department of MedicineVanderbilt UniversityNashvilleTennessee37235; Department of CardiologyCopenhagen, University HospitalGentofteDenmark."
26734457,CMTR1 is associated with increased asthma exacerbations in patients taking inhaled corticosteroids.,Hua Xu,School of Biomedical Informatics The University of Texas Health Science Center at Houston Houston Texas 77030.
26674805,Identifying gene-gene interactions that are highly associated with Body Mass Index using Quantitative Multifactor Dimensionality Reduction (QMDR).,Carrie B Moore,"Center for Systems Genomics, Department of Biochemistry and Molecular Biology, 512 Wartik Laboratory, The Pennsylvania State University, University Park, PA 16802 USA ; Center for Human Genetics Research, Vanderbilt University School of Medicine, 519 Light Hall, Nashville, TN 37232 USA."
26674805,Identifying gene-gene interactions that are highly associated with Body Mass Index using Quantitative Multifactor Dimensionality Reduction (QMDR).,Jason H Moore,"Institute for Biomedical Informatics, The Perelman School of Medicine, University of Pennsylvania, 1418 Blockley Hall, 423 Guardian Drive, Philadelphia, PA 19104-6021 USA."
26599424,Trimethoprim-sulfonamide use during the first trimester of pregnancy and the risk of congenital anomalies.,William O Cooper,"Department of Pediatrics, Vanderbilt University School of Medicine, Nashville, TN, USA."
26599424,Trimethoprim-sulfonamide use during the first trimester of pregnancy and the risk of congenital anomalies.,William O Cooper,"Department of Health Policy, Vanderbilt University School of Medicine, Nashville, TN, USA."
26599424,Trimethoprim-sulfonamide use during the first trimester of pregnancy and the risk of congenital anomalies.,Robert Davis,"Center in Biomedical Informatics, University of Tennessee, Memphis, TN, USA."
26587656,CYP2C19 and CES1 polymorphisms and efficacy of clopidogrel and aspirin dual antiplatelet therapy in patients with symptomatic intracranial atherosclerotic disease.,James G Linneman,"Biomedical Informatics Research Center, Marshfield Clinic Research Foundation, Marshfield, Wisconsin."
26587656,CYP2C19 and CES1 polymorphisms and efficacy of clopidogrel and aspirin dual antiplatelet therapy in patients with symptomatic intracranial atherosclerotic disease.,Dan M Roden,"Pharmacology, Vanderbilt University School of Medicine, Nashville, Tennessee, and."
26507991,A Proposed Conceptual Framework and Investigation of Upward Feedback Receptivity in Medical Education.,Lynne Robins,"e Department of Medical Education and Biomedical Informatics at the University of Washington School of Medicine , Seattle , Washington , USA."
26507991,A Proposed Conceptual Framework and Investigation of Upward Feedback Receptivity in Medical Education.,Joseph Gigante,"h Department of Pediatrics , Vanderbilt University School of Medicine , Nashville , Tennessee , USA."
26343972,Lessons learned from implementing service-oriented clinical decision support at four sites: A qualitative study.,Dean F Sittig,"The University of Texas Health Science School of Biomedical Informatics at Houston, Houston, TX, United States."
26343972,Lessons learned from implementing service-oriented clinical decision support at four sites: A qualitative study.,Blackford Middleton,"Vanderbilt University, Nashville, TN, United States. Electronic address: awright5@partners.org."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,W J Heerman,"Department of Pediatrics, Vanderbilt University Medical Center, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,W J Heerman,"Vanderbilt Center for Diabetes Translation Research, Center for Diabetes and Translational Research, Vanderbilt University, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,W J Heerman,"Vanderbilt Center for Health Services Research, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,K A Wallston,"Vanderbilt Center for Health Services Research, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,C Y Osborn,"Vanderbilt Center for Diabetes Translation Research, Center for Diabetes and Translational Research, Vanderbilt University, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,C Y Osborn,"Vanderbilt Center for Health Services Research, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,C Y Osborn,"Department of Biomedical Informatics and the Center for Health Behavior and Health Education, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,C Y Osborn,"Department of Medicine, Vanderbilt University Medical Center, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,A Bian,"Vanderbilt Center for Health Services Research, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,A Bian,"Department of Biostatistics, Vanderbilt University Medical Center, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,D G Schlundt,"Vanderbilt Center for Diabetes Translation Research, Center for Diabetes and Translational Research, Vanderbilt University, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,D G Schlundt,"Vanderbilt Center for Health Services Research, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,D G Schlundt,"Department of Psychology, Vanderbilt University, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,S D Barto,"Vanderbilt Center for Health Services Research, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,R L Rothman,"Vanderbilt Center for Diabetes Translation Research, Center for Diabetes and Translational Research, Vanderbilt University, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,R L Rothman,"Vanderbilt Center for Health Services Research, Nashville, TN, USA."
26314941,Food insecurity is associated with diabetes self-care behaviours and glycaemic control.,R L Rothman,"Department of Biomedical Informatics and the Center for Health Behavior and Health Education, Nashville, TN, USA."
26290887,Improving Clinical Workflow in Ambulatory Care: Implemented Recommendations in an Innovation Prototype for the Veteran's Health Administration.,Anne Miller,Vanderbilt University.
26290887,Improving Clinical Workflow in Ambulatory Care: Implemented Recommendations in an Innovation Prototype for the Veteran's Health Administration.,Jorge A Ferrer,Veterans Health Administration ; UT Health School of Biomedical Informatics.
26003204,NetworkPainter: dynamic intracellular pathway animation in Cytobank.,Jonathan M Irish,"Department of Medicine, Stanford University, 269 Campus Drive West, MC 5175, Stanford, CA, 94305, USA. jonathan.irish@vanderbilt.edu."
26003204,NetworkPainter: dynamic intracellular pathway animation in Cytobank.,Jonathan M Irish,"Department of Microbiology & Immunology, Stanford University, 269 Campus Drive West, MC 5175, Stanford, CA, 94305, USA. jonathan.irish@vanderbilt.edu."
26003204,NetworkPainter: dynamic intracellular pathway animation in Cytobank.,Jonathan M Irish,"Cytobank Inc, 821 West El Camino Real, Mountain View, CA, 94040, USA. jonathan.irish@vanderbilt.edu."
26003204,NetworkPainter: dynamic intracellular pathway animation in Cytobank.,Jonathan M Irish,"Department of Cancer Biology, Vanderbilt University, 740B Preston Building, 2220 Pierce Avenue, Nashville, TN, 37232, USA. jonathan.irish@vanderbilt.edu."
26003204,NetworkPainter: dynamic intracellular pathway animation in Cytobank.,Nikesh Kotecha,"Graduate Program in Biomedical Informatics, Stanford University, 269 Campus Drive West, MC 5175, Stanford, CA, 94305, USA. nikesh@cytobank.org."
25963861,"Gene expression in cell lines from propionic acidemia patients, carrier parents, and controls.",William S Bush,"Vanderbilt University, Nashville, TN, United States. Electronic address: william.s.bush@Vanderbilt.Edu."
25963861,"Gene expression in cell lines from propionic acidemia patients, carrier parents, and controls.",Zhe Zhang,"Center for Biomedical Informatics, The Children's Hospital of Philadelphia, Philadelphia, PA, United States. Electronic address: Zhangz@email.chop.edu."
25903564,Multiple perspectives on clinical decision support: a qualitative study of fifteen clinical and vendor organizations.,Dean F Sittig,"University of Texas School of Biomedical Informatics, Houston, TX, USA."
25903564,Multiple perspectives on clinical decision support: a qualitative study of fifteen clinical and vendor organizations.,Blackford Middleton,"Vanderbilt University, Nashville, TN, USA."
25756240,Multi-center colonoscopy quality measurement utilizing natural language processing.,Timothy D Imler,"1] Division of Gastroenterology and Hepatology, Indiana University School of Medicine, Indianapolis, Indiana, USA [2] Department of Medicine, Indiana University School of Medicine, Indianapolis, Indiana, USA [3] Department of Biomedical Informatics, Regenstrief Institute, LLC, Indianapolis, Indiana, USA."
25756240,Multi-center colonoscopy quality measurement utilizing natural language processing.,Justin Morea,"1] Department of Medicine, Indiana University School of Medicine, Indianapolis, Indiana, USA [2] Department of Biomedical Informatics, Regenstrief Institute, LLC, Indianapolis, Indiana, USA."
25756240,Multi-center colonoscopy quality measurement utilizing natural language processing.,Walter Smalley,"Division of Gastroenterology, Vanderbilt University, Nashville, Tennessee, USA."
25429161,Applications of Business Analytics in Healthcare.,Michael J Ward,"Vanderbilt University, Department of Emergency Medicine, 1313 21st Avenue, 703 Oxford House, Nashville, TN 37232-4700, 615-936-8379 (phone), 615-936-3754 (fax)."
25429161,Applications of Business Analytics in Healthcare.,Keith A Marsolo,"Cincinnati Children's Hospital Medical Center, Division of Biomedical Informatics, 3333 Burnet Ave, Cincinnati, OH 45229-3026, 513-803-0333, University of Cincinnati, College of Medicine."
25414814,Towards automated discrimination of lipids versus peptides from full scan mass spectra.,Vu Trung Nghia,"Department of Mathematics and Computer Science, University of Antwerp, Antwerp, Belgium ; Biomedical Informatics Research Center Antwerp (biomina), University of Antwerp/Antwerp University Hospital, Edegem, Belgium."
25414814,Towards automated discrimination of lipids versus peptides from full scan mass spectra.,Glenn A Harris,"Mass Spectrometry Research Center and Departments of Biochemistry, Chemistry, Pharmacology, and Medicine, Vanderbilt University, Nashville, USA."
25414814,Towards automated discrimination of lipids versus peptides from full scan mass spectra.,Richard M Caprioli,"Mass Spectrometry Research Center and Departments of Biochemistry, Chemistry, Pharmacology, and Medicine, Vanderbilt University, Nashville, USA."
25414814,Towards automated discrimination of lipids versus peptides from full scan mass spectra.,Raf Van de Plas,"Mass Spectrometry Research Center and Departments of Biochemistry, Chemistry, Pharmacology, and Medicine, Vanderbilt University, Nashville, USA."
25414814,Towards automated discrimination of lipids versus peptides from full scan mass spectra.,Kris Laukens,"Department of Mathematics and Computer Science, University of Antwerp, Antwerp, Belgium ; Biomedical Informatics Research Center Antwerp (biomina), University of Antwerp/Antwerp University Hospital, Edegem, Belgium."
25266681,A polymorphism in HLA-G modifies statin benefit in asthma.,J Denny,"1] Department of Medical Bioinformatics, Vanderbilt University School of Medicine, Nashville, TN, USA [2] Department of Medicine, Vanderbilt University, Nashville, TN, USA."
25266681,A polymorphism in HLA-G modifies statin benefit in asthma.,C Ingram,"Department of Medicine, Vanderbilt University, Nashville, TN, USA."
